name,batch_id,open,close,volume,item_url
Sticker | Taste Buddy (Holo),2025-09-17 01:24:57,9.5,9.49,429,https://steamcommunity.com/market/listings/730/Sticker%20|%20Taste%20Buddy%20(Holo)
AK-47 | Asiimov (Factory New),2025-09-17 01:24:57,434.94,436.67,1,https://steamcommunity.com/market/listings/730/AK-47%20|%20Asiimov%20(Factory%20New)
M4A4 | Desolate Space (Factory New),2025-09-17 01:24:57,109.82,96.14,9,https://steamcommunity.com/market/listings/730/M4A4%20|%20Desolate%20Space%20(Factory%20New)
Glove Case,2025-09-17 01:24:57,16.38,16.27,2317,https://steamcommunity.com/market/listings/730/Glove%20Case
M4A4 | Neo-Noir (Factory New),2025-09-17 01:24:57,157.23,155.44,17,https://steamcommunity.com/market/listings/730/M4A4%20|%20Neo-Noir%20(Factory%20New)
Desert Eagle | Printstream (Factory New),2025-09-17 01:24:57,122.36,122.0,24,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Printstream%20(Factory%20New)
Operation Wildfire Case,2025-09-17 01:24:57,4.71,4.7,892,https://steamcommunity.com/market/listings/730/Operation%20Wildfire%20Case
M4A1-S | Decimator (Factory New),2025-09-17 01:24:57,121.67,108.14,19,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Decimator%20(Factory%20New)
Desert Eagle | Mecha Industries (Factory New),2025-09-17 01:24:57,24.7,24.32,44,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Mecha%20Industries%20(Factory%20New)
M4A1-S | Leaded Glass (Factory New),2025-09-17 01:24:57,361.97,346.05,117,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Leaded%20Glass%20(Factory%20New)
Glove Case,2025-09-18 03:48:07,16.67,16.41,2957,https://steamcommunity.com/market/listings/730/Glove%20Case
Desert Eagle | Printstream (Factory New),2025-09-18 03:48:07,140.27,133.86,66,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Printstream%20(Factory%20New)
M4A1-S | Decimator (Factory New),2025-09-18 03:48:07,112.26,109.83,10,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Decimator%20(Factory%20New)
Sticker | FaZe Clan (Holo) | Paris 2023,2025-09-18 03:48:07,1.8,1.81,243,https://steamcommunity.com/market/listings/730/Sticker%20|%20FaZe%20Clan%20(Holo)%20|%20Paris%202023
M4A1-S | Leaded Glass (Factory New),2025-09-18 03:48:07,300.31,293.76,66,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Leaded%20Glass%20(Factory%20New)
Desert Eagle | Mecha Industries (Factory New),2025-09-18 03:48:07,24.4,23.0,43,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Mecha%20Industries%20(Factory%20New)
Operation Wildfire Case,2025-09-18 03:48:07,4.73,4.62,1024,https://steamcommunity.com/market/listings/730/Operation%20Wildfire%20Case
Sticker | Taste Buddy (Holo),2025-09-18 03:48:07,9.31,9.29,472,https://steamcommunity.com/market/listings/730/Sticker%20|%20Taste%20Buddy%20(Holo)
Operation Riptide Case,2025-09-18 03:48:07,15.69,17.59,242,https://steamcommunity.com/market/listings/730/Operation%20Riptide%20Case
Sticker | Team Liquid (Holo) | Paris 2023,2025-09-18 03:48:07,1.74,1.66,252,https://steamcommunity.com/market/listings/730/Sticker%20|%20Team%20Liquid%20(Holo)%20|%20Paris%202023
M4A4 | Neo-Noir (Factory New),2025-09-18 03:48:07,163.07,159.94,25,https://steamcommunity.com/market/listings/730/M4A4%20|%20Neo-Noir%20(Factory%20New)
M4A4 | Desolate Space (Factory New),2025-09-18 03:48:07,125.03,120.15,23,https://steamcommunity.com/market/listings/730/M4A4%20|%20Desolate%20Space%20(Factory%20New)
Dreams & Nightmares Case,2025-09-18 03:48:07,1.8,1.78,129704,https://steamcommunity.com/market/listings/730/Dreams%20&%20Nightmares%20Case
M4A4 | 龍王 (Dragon King) (Factory New),2025-09-18 03:48:07,121.0,118.77,15,https://steamcommunity.com/market/listings/730/M4A4%20|%20龍王%20(Dragon%20King)%20(Factory%20New)
AK-47 | Bloodsport (Factory New),2025-09-18 03:48:07,424.73,429.26,3,https://steamcommunity.com/market/listings/730/AK-47%20|%20Bloodsport%20(Factory%20New)
Sticker | Bolt Energy (Foil),2025-09-18 03:48:07,2.5,2.59,150,https://steamcommunity.com/market/listings/730/Sticker%20|%20Bolt%20Energy%20(Foil)
AWP | Hyper Beast (Factory New),2025-09-18 03:48:07,355.0,341.6,7,https://steamcommunity.com/market/listings/730/AWP%20|%20Hyper%20Beast%20(Factory%20New)
Operation Broken Fang Case,2025-09-18 03:48:07,13.12,12.7,660,https://steamcommunity.com/market/listings/730/Operation%20Broken%20Fang%20Case
Sticker | Hypnoteyes (Holo),2025-09-18 03:48:07,2.19,2.2,831,https://steamcommunity.com/market/listings/730/Sticker%20|%20Hypnoteyes%20(Holo)
AK-47 | Asiimov (Factory New),2025-09-18 03:48:07,434.94,436.67,1,https://steamcommunity.com/market/listings/730/AK-47%20|%20Asiimov%20(Factory%20New)
Dreams & Nightmares Case,2025-09-19 01:12:15,1.88,1.83,131889,https://steamcommunity.com/market/listings/730/Dreams%20&%20Nightmares%20Case
M4A4 | 龍王 (Dragon King) (Factory New),2025-09-19 01:12:15,105.0,83.48,5,https://steamcommunity.com/market/listings/730/M4A4%20|%20龍王%20(Dragon%20King)%20(Factory%20New)
Operation Broken Fang Case,2025-09-19 01:12:15,12.37,12.39,584,https://steamcommunity.com/market/listings/730/Operation%20Broken%20Fang%20Case
Operation Riptide Case,2025-09-19 01:12:15,17.1,17.14,251,https://steamcommunity.com/market/listings/730/Operation%20Riptide%20Case
Sticker | FaZe Clan (Holo) | Paris 2023,2025-09-19 01:12:15,1.73,1.77,209,https://steamcommunity.com/market/listings/730/Sticker%20|%20FaZe%20Clan%20(Holo)%20|%20Paris%202023
M4A1-S | Leaded Glass (Factory New),2025-09-19 01:12:15,246.99,239.0,32,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Leaded%20Glass%20(Factory%20New)
M4A4 | Neo-Noir (Factory New),2025-09-19 01:12:15,166.0,160.42,6,https://steamcommunity.com/market/listings/730/M4A4%20|%20Neo-Noir%20(Factory%20New)
Sticker | Hypnoteyes (Holo),2025-09-19 01:12:15,1.73,1.72,1443,https://steamcommunity.com/market/listings/730/Sticker%20|%20Hypnoteyes%20(Holo)
AWP | Hyper Beast (Factory New),2025-09-19 01:12:15,306.07,310.9,6,https://steamcommunity.com/market/listings/730/AWP%20|%20Hyper%20Beast%20(Factory%20New)
M4A1-S | Decimator (Factory New),2025-09-19 01:12:15,101.86,99.72,7,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Decimator%20(Factory%20New)
Sticker | Taste Buddy (Holo),2025-09-19 01:12:15,7.4,7.31,1193,https://steamcommunity.com/market/listings/730/Sticker%20|%20Taste%20Buddy%20(Holo)
Glove Case,2025-09-19 01:12:15,16.74,16.44,3012,https://steamcommunity.com/market/listings/730/Glove%20Case
AK-47 | Bloodsport (Factory New),2025-09-19 01:12:15,407.99,414.51,8,https://steamcommunity.com/market/listings/730/AK-47%20|%20Bloodsport%20(Factory%20New)
Sticker | Team Liquid (Holo) | Paris 2023,2025-09-19 01:12:15,1.84,1.78,191,https://steamcommunity.com/market/listings/730/Sticker%20|%20Team%20Liquid%20(Holo)%20|%20Paris%202023
Desert Eagle | Mecha Industries (Factory New),2025-09-19 01:12:15,22.62,22.4,27,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Mecha%20Industries%20(Factory%20New)
Sticker | Bolt Energy (Foil),2025-09-19 01:12:15,2.38,2.31,150,https://steamcommunity.com/market/listings/730/Sticker%20|%20Bolt%20Energy%20(Foil)
Operation Wildfire Case,2025-09-19 01:12:15,4.64,4.64,1025,https://steamcommunity.com/market/listings/730/Operation%20Wildfire%20Case
Desert Eagle | Printstream (Factory New),2025-09-19 01:12:15,138.84,138.04,30,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Printstream%20(Factory%20New)
M4A4 | Desolate Space (Factory New),2025-09-19 01:12:15,110.43,118.45,2,https://steamcommunity.com/market/listings/730/M4A4%20|%20Desolate%20Space%20(Factory%20New)
AK-47 | Asiimov (Factory New),2025-09-19 01:12:15,434.94,436.67,1,https://steamcommunity.com/market/listings/730/AK-47%20|%20Asiimov%20(Factory%20New)
Sticker | Bolt Energy (Foil),2025-09-20 02:29:09,2.6,2.58,151,https://steamcommunity.com/market/listings/730/Sticker%20|%20Bolt%20Energy%20(Foil)
Desert Eagle | Mecha Industries (Factory New),2025-09-20 02:29:09,21.58,18.28,38,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Mecha%20Industries%20(Factory%20New)
AK-47 | Bloodsport (Factory New),2025-09-20 02:29:09,418.92,416.96,4,https://steamcommunity.com/market/listings/730/AK-47%20|%20Bloodsport%20(Factory%20New)
M4A1-S | Leaded Glass (Factory New),2025-09-20 02:29:09,184.57,184.78,42,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Leaded%20Glass%20(Factory%20New)
Sticker | Hypnoteyes (Holo),2025-09-20 02:29:09,1.45,1.44,2471,https://steamcommunity.com/market/listings/730/Sticker%20|%20Hypnoteyes%20(Holo)
Dreams & Nightmares Case,2025-09-20 02:29:09,1.89,1.9,103865,https://steamcommunity.com/market/listings/730/Dreams%20&%20Nightmares%20Case
Sticker | FaZe Clan (Holo) | Paris 2023,2025-09-20 02:29:09,1.8,1.78,193,https://steamcommunity.com/market/listings/730/Sticker%20|%20FaZe%20Clan%20(Holo)%20|%20Paris%202023
Sticker | Team Liquid (Holo) | Paris 2023,2025-09-20 02:29:09,1.88,1.83,179,https://steamcommunity.com/market/listings/730/Sticker%20|%20Team%20Liquid%20(Holo)%20|%20Paris%202023
M4A4 | Neo-Noir (Factory New),2025-09-20 02:29:09,163.91,170.8,15,https://steamcommunity.com/market/listings/730/M4A4%20|%20Neo-Noir%20(Factory%20New)
Sticker | Taste Buddy (Holo),2025-09-20 02:29:09,7.08,7.14,2063,https://steamcommunity.com/market/listings/730/Sticker%20|%20Taste%20Buddy%20(Holo)
Operation Riptide Case,2025-09-20 02:29:09,17.07,17.18,274,https://steamcommunity.com/market/listings/730/Operation%20Riptide%20Case
Operation Wildfire Case,2025-09-20 02:29:09,4.72,4.7,1218,https://steamcommunity.com/market/listings/730/Operation%20Wildfire%20Case
Desert Eagle | Printstream (Factory New),2025-09-20 02:29:09,135.59,140.95,16,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Printstream%20(Factory%20New)
AK-47 | Asiimov (Factory New),2025-09-20 02:29:09,404.16,376.75,2,https://steamcommunity.com/market/listings/730/AK-47%20|%20Asiimov%20(Factory%20New)
AWP | Hyper Beast (Factory New),2025-09-20 02:29:09,298.43,281.0,5,https://steamcommunity.com/market/listings/730/AWP%20|%20Hyper%20Beast%20(Factory%20New)
Glove Case,2025-09-20 02:29:09,16.63,16.6,2611,https://steamcommunity.com/market/listings/730/Glove%20Case
Operation Broken Fang Case,2025-09-20 02:29:09,12.59,12.59,617,https://steamcommunity.com/market/listings/730/Operation%20Broken%20Fang%20Case
M4A1-S | Decimator (Factory New),2025-09-20 02:29:09,98.95,99.52,14,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Decimator%20(Factory%20New)
M4A4 | Desolate Space (Factory New),2025-09-20 02:29:09,120.0,114.32,13,https://steamcommunity.com/market/listings/730/M4A4%20|%20Desolate%20Space%20(Factory%20New)
M4A4 | 龍王 (Dragon King) (Factory New),2025-09-20 02:29:09,105.0,83.48,5,https://steamcommunity.com/market/listings/730/M4A4%20|%20龍王%20(Dragon%20King)%20(Factory%20New)
Sticker | Taste Buddy (Holo),2025-09-21 00:39:46,6.93,6.88,2166,https://steamcommunity.com/market/listings/730/Sticker%20|%20Taste%20Buddy%20(Holo)
Desert Eagle | Printstream (Factory New),2025-09-21 00:39:46,129.19,123.43,25,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Printstream%20(Factory%20New)
Operation Wildfire Case,2025-09-21 00:39:46,4.87,4.85,1200,https://steamcommunity.com/market/listings/730/Operation%20Wildfire%20Case
Sticker | Hypnoteyes (Holo),2025-09-21 00:39:46,1.55,1.56,2695,https://steamcommunity.com/market/listings/730/Sticker%20|%20Hypnoteyes%20(Holo)
Operation Broken Fang Case,2025-09-21 00:39:46,12.33,12.3,496,https://steamcommunity.com/market/listings/730/Operation%20Broken%20Fang%20Case
Operation Riptide Case,2025-09-21 00:39:46,15.98,15.96,187,https://steamcommunity.com/market/listings/730/Operation%20Riptide%20Case
Sticker | Team Liquid (Holo) | Paris 2023,2025-09-21 00:39:46,1.65,1.83,175,https://steamcommunity.com/market/listings/730/Sticker%20|%20Team%20Liquid%20(Holo)%20|%20Paris%202023
AK-47 | Asiimov (Factory New),2025-09-21 00:39:46,418.34,337.59,1,https://steamcommunity.com/market/listings/730/AK-47%20|%20Asiimov%20(Factory%20New)
AWP | Hyper Beast (Factory New),2025-09-21 00:39:46,352.28,351.1,12,https://steamcommunity.com/market/listings/730/AWP%20|%20Hyper%20Beast%20(Factory%20New)
M4A4 | Desolate Space (Factory New),2025-09-21 00:39:46,130.0,122.95,19,https://steamcommunity.com/market/listings/730/M4A4%20|%20Desolate%20Space%20(Factory%20New)
AK-47 | Bloodsport (Factory New),2025-09-21 00:39:46,392.2,362.85,4,https://steamcommunity.com/market/listings/730/AK-47%20|%20Bloodsport%20(Factory%20New)
M4A4 | Neo-Noir (Factory New),2025-09-21 00:39:46,199.61,174.07,17,https://steamcommunity.com/market/listings/730/M4A4%20|%20Neo-Noir%20(Factory%20New)
Dreams & Nightmares Case,2025-09-21 00:39:46,1.92,1.9,106276,https://steamcommunity.com/market/listings/730/Dreams%20&%20Nightmares%20Case
M4A4 | 龍王 (Dragon King) (Factory New),2025-09-21 00:39:46,125.65,120.98,19,https://steamcommunity.com/market/listings/730/M4A4%20|%20龍王%20(Dragon%20King)%20(Factory%20New)
M4A1-S | Decimator (Factory New),2025-09-21 00:39:46,110.35,108.23,20,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Decimator%20(Factory%20New)
Glove Case,2025-09-21 00:39:46,16.33,16.15,2359,https://steamcommunity.com/market/listings/730/Glove%20Case
Sticker | FaZe Clan (Holo) | Paris 2023,2025-09-21 00:39:46,1.86,1.8,197,https://steamcommunity.com/market/listings/730/Sticker%20|%20FaZe%20Clan%20(Holo)%20|%20Paris%202023
M4A1-S | Leaded Glass (Factory New),2025-09-21 00:39:46,248.31,233.95,68,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Leaded%20Glass%20(Factory%20New)
Sticker | Bolt Energy (Foil),2025-09-21 00:39:46,2.56,2.54,117,https://steamcommunity.com/market/listings/730/Sticker%20|%20Bolt%20Energy%20(Foil)
Desert Eagle | Mecha Industries (Factory New),2025-09-21 00:39:46,21.58,18.28,38,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Mecha%20Industries%20(Factory%20New)
Operation Broken Fang Case,2025-09-22 02:49:08,11.92,12.15,553,https://steamcommunity.com/market/listings/730/Operation%20Broken%20Fang%20Case
Sticker | Bolt Energy (Foil),2025-09-22 02:49:08,2.53,2.5,88,https://steamcommunity.com/market/listings/730/Sticker%20|%20Bolt%20Energy%20(Foil)
AWP | Hyper Beast (Factory New),2025-09-22 02:49:08,346.31,346.36,3,https://steamcommunity.com/market/listings/730/AWP%20|%20Hyper%20Beast%20(Factory%20New)
M4A4 | Desolate Space (Factory New),2025-09-22 02:49:08,130.94,125.09,15,https://steamcommunity.com/market/listings/730/M4A4%20|%20Desolate%20Space%20(Factory%20New)
Sticker | FaZe Clan (Holo) | Paris 2023,2025-09-22 02:49:08,1.78,1.65,185,https://steamcommunity.com/market/listings/730/Sticker%20|%20FaZe%20Clan%20(Holo)%20|%20Paris%202023
M4A1-S | Leaded Glass (Factory New),2025-09-22 02:49:08,199.6,197.27,32,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Leaded%20Glass%20(Factory%20New)
Dreams & Nightmares Case,2025-09-22 02:49:08,1.91,1.92,92139,https://steamcommunity.com/market/listings/730/Dreams%20&%20Nightmares%20Case
AK-47 | Bloodsport (Factory New),2025-09-22 02:49:08,407.42,385.03,7,https://steamcommunity.com/market/listings/730/AK-47%20|%20Bloodsport%20(Factory%20New)
Sticker | Team Liquid (Holo) | Paris 2023,2025-09-22 02:49:08,1.67,1.76,205,https://steamcommunity.com/market/listings/730/Sticker%20|%20Team%20Liquid%20(Holo)%20|%20Paris%202023
Glove Case,2025-09-22 02:49:08,15.87,15.8,2162,https://steamcommunity.com/market/listings/730/Glove%20Case
Sticker | Hypnoteyes (Holo),2025-09-22 02:49:08,1.7,1.59,2572,https://steamcommunity.com/market/listings/730/Sticker%20|%20Hypnoteyes%20(Holo)
AK-47 | Asiimov (Factory New),2025-09-22 02:49:08,416.7,379.79,2,https://steamcommunity.com/market/listings/730/AK-47%20|%20Asiimov%20(Factory%20New)
Operation Riptide Case,2025-09-22 02:49:08,15.52,15.5,505,https://steamcommunity.com/market/listings/730/Operation%20Riptide%20Case
M4A1-S | Decimator (Factory New),2025-09-22 02:49:08,117.43,98.93,19,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Decimator%20(Factory%20New)
M4A4 | 龍王 (Dragon King) (Factory New),2025-09-22 02:49:08,128.54,129.0,9,https://steamcommunity.com/market/listings/730/M4A4%20|%20龍王%20(Dragon%20King)%20(Factory%20New)
Operation Wildfire Case,2025-09-22 02:49:08,4.92,4.64,1407,https://steamcommunity.com/market/listings/730/Operation%20Wildfire%20Case
Desert Eagle | Mecha Industries (Factory New),2025-09-22 02:49:08,22.33,22.28,32,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Mecha%20Industries%20(Factory%20New)
Sticker | Taste Buddy (Holo),2025-09-22 02:49:08,7.62,7.55,2010,https://steamcommunity.com/market/listings/730/Sticker%20|%20Taste%20Buddy%20(Holo)
Desert Eagle | Printstream (Factory New),2025-09-22 02:49:08,129.54,130.1,19,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Printstream%20(Factory%20New)
M4A4 | Neo-Noir (Factory New),2025-09-22 02:49:08,199.61,174.07,17,https://steamcommunity.com/market/listings/730/M4A4%20|%20Neo-Noir%20(Factory%20New)
M4A4 | Desolate Space (Factory New),2025-09-23 00:32:42,129.67,123.54,5,https://steamcommunity.com/market/listings/730/M4A4%20|%20Desolate%20Space%20(Factory%20New)
Sticker | Taste Buddy (Holo),2025-09-23 00:32:42,7.82,7.84,2285,https://steamcommunity.com/market/listings/730/Sticker%20|%20Taste%20Buddy%20(Holo)
M4A4 | 龍王 (Dragon King) (Factory New),2025-09-23 00:32:42,126.82,117.37,5,https://steamcommunity.com/market/listings/730/M4A4%20|%20龍王%20(Dragon%20King)%20(Factory%20New)
Dreams & Nightmares Case,2025-09-23 00:32:42,1.97,1.95,79871,https://steamcommunity.com/market/listings/730/Dreams%20&%20Nightmares%20Case
M4A1-S | Leaded Glass (Factory New),2025-09-23 00:32:42,199.61,193.77,27,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Leaded%20Glass%20(Factory%20New)
Operation Broken Fang Case,2025-09-23 00:32:42,11.73,11.74,524,https://steamcommunity.com/market/listings/730/Operation%20Broken%20Fang%20Case
M4A1-S | Decimator (Factory New),2025-09-23 00:32:42,111.56,108.02,6,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Decimator%20(Factory%20New)
Desert Eagle | Mecha Industries (Factory New),2025-09-23 00:32:42,22.2,21.57,26,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Mecha%20Industries%20(Factory%20New)
M4A4 | Neo-Noir (Factory New),2025-09-23 00:32:42,217.0,205.1,7,https://steamcommunity.com/market/listings/730/M4A4%20|%20Neo-Noir%20(Factory%20New)
Operation Wildfire Case,2025-09-23 00:32:42,4.71,4.52,1006,https://steamcommunity.com/market/listings/730/Operation%20Wildfire%20Case
Sticker | Bolt Energy (Foil),2025-09-23 00:32:42,2.46,2.46,114,https://steamcommunity.com/market/listings/730/Sticker%20|%20Bolt%20Energy%20(Foil)
Glove Case,2025-09-23 00:32:42,15.66,15.61,2061,https://steamcommunity.com/market/listings/730/Glove%20Case
AK-47 | Asiimov (Factory New),2025-09-23 00:32:42,407.42,379.79,1,https://steamcommunity.com/market/listings/730/AK-47%20|%20Asiimov%20(Factory%20New)
Sticker | FaZe Clan (Holo) | Paris 2023,2025-09-23 00:32:42,1.63,1.59,178,https://steamcommunity.com/market/listings/730/Sticker%20|%20FaZe%20Clan%20(Holo)%20|%20Paris%202023
Operation Riptide Case,2025-09-23 00:32:42,14.9,14.92,261,https://steamcommunity.com/market/listings/730/Operation%20Riptide%20Case
Sticker | Team Liquid (Holo) | Paris 2023,2025-09-23 00:32:42,1.9,1.77,489,https://steamcommunity.com/market/listings/730/Sticker%20|%20Team%20Liquid%20(Holo)%20|%20Paris%202023
AK-47 | Bloodsport (Factory New),2025-09-23 00:32:42,388.83,367.0,8,https://steamcommunity.com/market/listings/730/AK-47%20|%20Bloodsport%20(Factory%20New)
Sticker | Hypnoteyes (Holo),2025-09-23 00:32:42,1.68,1.69,2634,https://steamcommunity.com/market/listings/730/Sticker%20|%20Hypnoteyes%20(Holo)
Desert Eagle | Printstream (Factory New),2025-09-23 00:32:42,125.64,122.42,11,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Printstream%20(Factory%20New)
AWP | Hyper Beast (Factory New),2025-09-23 00:32:42,339.37,322.11,1,https://steamcommunity.com/market/listings/730/AWP%20|%20Hyper%20Beast%20(Factory%20New)
Operation Broken Fang Case,2025-09-24 02:09:17,11.31,11.78,574,https://steamcommunity.com/market/listings/730/Operation%20Broken%20Fang%20Case
Sticker | Bolt Energy (Foil),2025-09-24 02:09:17,2.56,2.59,90,https://steamcommunity.com/market/listings/730/Sticker%20|%20Bolt%20Energy%20(Foil)
M4A1-S | Leaded Glass (Factory New),2025-09-24 02:09:17,193.17,189.97,42,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Leaded%20Glass%20(Factory%20New)
Sticker | Taste Buddy (Holo),2025-09-24 02:09:17,7.79,7.73,1868,https://steamcommunity.com/market/listings/730/Sticker%20|%20Taste%20Buddy%20(Holo)
Sticker | Hypnoteyes (Holo),2025-09-24 02:09:17,2.0,1.86,2917,https://steamcommunity.com/market/listings/730/Sticker%20|%20Hypnoteyes%20(Holo)
M4A4 | Desolate Space (Factory New),2025-09-24 02:09:17,129.18,125.0,7,https://steamcommunity.com/market/listings/730/M4A4%20|%20Desolate%20Space%20(Factory%20New)
M4A4 | 龍王 (Dragon King) (Factory New),2025-09-24 02:09:17,117.81,119.34,3,https://steamcommunity.com/market/listings/730/M4A4%20|%20龍王%20(Dragon%20King)%20(Factory%20New)
Dreams & Nightmares Case,2025-09-24 02:09:17,1.98,1.93,75991,https://steamcommunity.com/market/listings/730/Dreams%20&%20Nightmares%20Case
Operation Wildfire Case,2025-09-24 02:09:17,4.75,4.54,1092,https://steamcommunity.com/market/listings/730/Operation%20Wildfire%20Case
Glove Case,2025-09-24 02:09:17,15.47,15.46,2572,https://steamcommunity.com/market/listings/730/Glove%20Case
M4A1-S | Decimator (Factory New),2025-09-24 02:09:17,106.0,100.0,4,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Decimator%20(Factory%20New)
AWP | Hyper Beast (Factory New),2025-09-24 02:09:17,294.12,288.6,4,https://steamcommunity.com/market/listings/730/AWP%20|%20Hyper%20Beast%20(Factory%20New)
Desert Eagle | Printstream (Factory New),2025-09-24 02:09:17,122.1,119.86,14,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Printstream%20(Factory%20New)
AK-47 | Asiimov (Factory New),2025-09-24 02:09:17,392.09,414.85,3,https://steamcommunity.com/market/listings/730/AK-47%20|%20Asiimov%20(Factory%20New)
Sticker | Team Liquid (Holo) | Paris 2023,2025-09-24 02:09:17,1.81,1.65,137,https://steamcommunity.com/market/listings/730/Sticker%20|%20Team%20Liquid%20(Holo)%20|%20Paris%202023
M4A4 | Neo-Noir (Factory New),2025-09-24 02:09:17,194.27,177.19,5,https://steamcommunity.com/market/listings/730/M4A4%20|%20Neo-Noir%20(Factory%20New)
Sticker | FaZe Clan (Holo) | Paris 2023,2025-09-24 02:09:17,1.58,1.57,122,https://steamcommunity.com/market/listings/730/Sticker%20|%20FaZe%20Clan%20(Holo)%20|%20Paris%202023
AK-47 | Bloodsport (Factory New),2025-09-24 02:09:17,379.44,367.5,4,https://steamcommunity.com/market/listings/730/AK-47%20|%20Bloodsport%20(Factory%20New)
Operation Riptide Case,2025-09-24 02:09:17,15.55,15.61,217,https://steamcommunity.com/market/listings/730/Operation%20Riptide%20Case
Desert Eagle | Mecha Industries (Factory New),2025-09-24 02:09:17,22.2,21.57,26,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Mecha%20Industries%20(Factory%20New)
Desert Eagle | Printstream (Factory New),2025-09-25 02:19:03,119.67,118.14,20,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Printstream%20(Factory%20New)
M4A4 | Desolate Space (Factory New),2025-09-25 02:19:03,124.46,114.28,3,https://steamcommunity.com/market/listings/730/M4A4%20|%20Desolate%20Space%20(Factory%20New)
Sticker | Hypnoteyes (Holo),2025-09-25 02:19:03,1.84,1.83,2939,https://steamcommunity.com/market/listings/730/Sticker%20|%20Hypnoteyes%20(Holo)
AK-47 | Bloodsport (Factory New),2025-09-25 02:19:03,378.3,367.06,9,https://steamcommunity.com/market/listings/730/AK-47%20|%20Bloodsport%20(Factory%20New)
Glove Case,2025-09-25 02:19:03,15.04,14.97,2286,https://steamcommunity.com/market/listings/730/Glove%20Case
AK-47 | Asiimov (Factory New),2025-09-25 02:19:03,392.35,377.39,1,https://steamcommunity.com/market/listings/730/AK-47%20|%20Asiimov%20(Factory%20New)
Desert Eagle | Mecha Industries (Factory New),2025-09-25 02:19:03,22.25,22.03,37,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Mecha%20Industries%20(Factory%20New)
Sticker | Team Liquid (Holo) | Paris 2023,2025-09-25 02:19:03,1.66,1.54,153,https://steamcommunity.com/market/listings/730/Sticker%20|%20Team%20Liquid%20(Holo)%20|%20Paris%202023
M4A1-S | Leaded Glass (Factory New),2025-09-25 02:19:03,189.35,187.29,32,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Leaded%20Glass%20(Factory%20New)
M4A1-S | Decimator (Factory New),2025-09-25 02:19:03,108.0,103.3,13,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Decimator%20(Factory%20New)
Sticker | Taste Buddy (Holo),2025-09-25 02:19:03,7.96,7.88,2160,https://steamcommunity.com/market/listings/730/Sticker%20|%20Taste%20Buddy%20(Holo)
Dreams & Nightmares Case,2025-09-25 02:19:03,1.75,1.76,104403,https://steamcommunity.com/market/listings/730/Dreams%20&%20Nightmares%20Case
AWP | Hyper Beast (Factory New),2025-09-25 02:19:03,294.82,271.23,3,https://steamcommunity.com/market/listings/730/AWP%20|%20Hyper%20Beast%20(Factory%20New)
M4A4 | 龍王 (Dragon King) (Factory New),2025-09-25 02:19:03,117.38,95.0,11,https://steamcommunity.com/market/listings/730/M4A4%20|%20龍王%20(Dragon%20King)%20(Factory%20New)
Sticker | FaZe Clan (Holo) | Paris 2023,2025-09-25 02:19:03,1.58,1.62,193,https://steamcommunity.com/market/listings/730/Sticker%20|%20FaZe%20Clan%20(Holo)%20|%20Paris%202023
Operation Wildfire Case,2025-09-25 02:19:03,4.48,4.43,936,https://steamcommunity.com/market/listings/730/Operation%20Wildfire%20Case
